text,label
O Sistema de Disputas fornecerá capacidade de acesso à atualização para usuários autorizados do aplicativo.,functional
A funcionalidade de lavagem de leads receberá uma lista periódica de representantes disponíveis do sistema corporativo.,functional
Only registered customers can purchase streaming movies.,non_functional
The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,non_functional
The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user’s computer.,non_functional
O sistema deve fornecer uma aparência uniforme entre todas as páginas da web.,non_functional
PME Subsystem shall allow for a product to exist in more than one submenu,functional
Os parâmetros de lavagem serão atualizados durante o horário programado de manutenção.,non_functional
O sistema permitirá que os clientes se registrem no site como usuário “assinante ilimitado de filmes” em menos de 10 minutos.,non_functional
The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,non_functional
O aplicativo Disputas deve garantir que apenas usuários autorizados tenham permissão para fazer login no aplicativo.,non_functional
O Comissário será o único usuário autorizado por liga a ajustar as configurações da liga.,non_functional
O Sistema de Controvérsias deve ser acessível tanto para usuários internos quanto externos.,functional
The product shall be supported using the corporate support center.,non_functional
Uma classe deve ser uma classe não clínica ou uma classe clínica.,functional
O Sistema de Disputas fornecerá aos usuários a capacidade de visualizar o histórico de todas as atividades que ocorreram no caso de disputa.,functional
O produto deve garantir que os dados do banco de dados correspondem aos dados inseridos pelo usuário.  Cada reserva de sala de conferência no sistema conterá as mesmas informações inseridas pelo usuário.,non_functional
Os administradores do programa/membros da equipe de enfermagem são as únicas pessoas que terão acesso aos detalhes do centro clínico.,non_functional
The system shall notify the realtor when a seller or buyer responds to an appointment request,functional
The product shall use symbols and words that are naturally understandable by users familiar with websites,non_functional
The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,non_functional
The system shall display the local and exercise time in separate clocks,functional
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,non_functional
Para cada turno o produto deverá identificar um jogador com status ofensivo e um jogador com status defensivo.,functional
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,functional
The product shall allow a player to end a game at any time during the game.,functional
The data transaction between client and server must be encrypted using SSL technology.,non_functional
O sistema exibirá todas as promoções disponíveis ao usuário.,functional
"Pode visualizar todos os produtos disponíveis, compará-los e fazer uma escolha de compra de produtos.",functional
The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,non_functional
Alto nível de desempenho requer rede de alta velocidade e alto nível de conectividade.,non_functional
The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,functional
The system will use a single password per user to login to the E-Store System.,non_functional
O usuário deverá optar por salvar as classificações preferenciais da instalação de reparo.,functional
O aplicativo Disputas deve manter um histórico detalhado de cada ação que um usuário realiza em um caso de disputa.  Isto garante uma trilha de auditoria completa caso surjam dúvidas posteriormente em relação a um caso de disputa específico.,non_functional
O sistema deve ser de fácil utilização pelos Administradores do Programa/Membros da Equipe de Enfermagem.,non_functional
Cada usuário do software recebe um ID de login exclusivo e uma senha que é armazenada no banco de dados com hash pelo algoritmo SHA2.,non_functional
The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,non_functional
O 1/4 superior da tabela conterá eventos que ocorrerão sequencialmente.,functional
O Sistema permitirá a geração de documentos de Ajuste de Quantidade de Estoque sob demanda.,functional
O sistema deverá permitir ao mediador resolver um conflito de localização.,functional
Somente avaliadores podem solicitar relatórios de auditoria de peças recicladas. Nenhum usuário sem função de avaliador deverá solicitar auditorias de peças recicladas.,non_functional
O site deve ser atraente para todos os públicos.  O site deve ter uma aparência divertida e as cores devem ser brilhantes e vibrantes.,non_functional
"O sistema notificará as partes afetadas para fins de comunicação de rotina, incluindo, entre outros, informar os alunos sobre as próximas aulas oferecidas (cronograma) e qual será/deverá ser sua programação.",functional
Product formula ingredients shall allow defining substitutionary ingredients.,functional
O sistema só deverá ser acessado por funcionários autorizados do Corporate Community Grants (CCR). Os usuários devem ser autenticados usando seu nome de usuário e senha da intranet IBM.,non_functional
"Os administradores do programa/membros da equipe de enfermagem terão a capacidade de modificar as informações relacionadas a uma seção de laboratório clínico, incluindo o nome do centro clínico, o departamento/seção do laboratório, o instrutor da aula, dia e hora do laboratório e informações de contato.",functional
O sistema permitirá que um agente imobiliário consulte informações do MLS,functional
O sistema deverá atualizar ou criar novas listagens de propriedades no MLS,functional
A aparência do produto deve parecer profissional,non_functional
O site deverá conscientizar seu usuário sobre suas práticas de informação antes de coletar dados deles por meio de uma Política de Privacidade acessível em todas as páginas do site.,non_functional
"O site deverá atingir 99,5% de tempo de atividade.",non_functional
The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,functional
Formula substitutionary ingredients shall be kept in persisted order,functional
The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,non_functional
The system shall provide a history report of changes made to the Activity or Event data,functional
O sistema fornecerá um número gratuito 800 24 horas para suporte aos seus clientes.,non_functional
For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,functional
Fornecer soluções viáveis ​​​​aos clientes em suas reclamações e dúvidas.,functional
Every user of the system shall be authenticated and authorized.,non_functional
The system shall validate the amount is a multiple of $20.,functional
The product shall be available for distribution as a packaged CD.,non_functional
Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,non_functional
The system shall be evoked by typing “pine” into a command or shell prompt.,non_functional
The product shall respond fast to keep up-to-date data in the display.,non_functional
Taking permission from the Administrator for the product to be purchased from vendor.,functional
The product shall display a map of the company building showing conference room locations.,functional
100% of saved user preferences shall be restored when system comes back online.,non_functional
O proprietário terá acesso gratuito a todos os filmes em streaming.,functional
For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,functional
Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,non_functional
The product shall comply with insurance regulations regarding claims processing.,non_functional
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,non_functional
O sistema deverá resolver o CEP para a cidade e estado do endereço se o CEP for desconhecido.,functional
"O sistema deverá ser capaz de exibir um resumo imprimível para centros clínicos individuais, que incluirá informações sobre os laboratórios mantidos naquele local durante um determinado trimestre (informações gerais do centro clínico sobre os laboratórios mantidos naquele local, datas e horários de todos os laboratórios realizados lá).",functional
Can purchase any product through valid credit card.,functional
Os administradores do programa e os membros da equipe de enfermagem terão a capacidade de especificar quais aulas são necessárias para um programa de estudo,functional
"O sistema deve ser fácil de usar tanto por gerentes quanto por chefs, de modo que não precisem ler uma grande quantidade de manuais.",non_functional
For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,functional
Only valid data shall be entered into the system. No invalid data shall be entered into the system.,non_functional
The meeting scheduler shall be accessed from the Web.,non_functional
"Quando o jogador atacante executa um arremesso, o produto deverá simular o som de um navio no mar.",non_functional
If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,functional
"Quando um tiro é marcado como errado, o produto deve simular o som de um tiro errando o alvo.",non_functional
The application shall ask the user to confirm dropping a player or trading a player before performing the action.,non_functional
Quaisquer casos de disputas encerrados há mais de 6 meses devem ser eliminados do banco de dados de disputas on-line.,functional
O produto permitirá a busca intuitiva das salas de conferência disponíveis.,non_functional
The system shall display clear property images in the search results,functional
O sistema deve fornecer acesso para deficientes.,non_functional
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,non_functional
Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,non_functional
The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo  branding  and identity,non_functional
A funcionalidade de lavagem de leads verificará a autenticação dos usuários e os direitos para fazer atualizações de parâmetros.,functional
The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,functional
Os administradores do programa e os membros da equipe de enfermagem poderão adicionar uma nova seção de laboratório clínico para uma classe clínica existente no sistema.,functional
Somente usuários com acesso à Atualização devem poder iniciar solicitações de disputa.,non_functional
The system shall allow the initiator to send and receive messages from users.,functional
As fórmulas dos produtos deverão permitir a utilização de semiprodutos que possuam fórmulas próprias.,functional
Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,functional
The product shall be available for use 24 hours per day 365 days  per year,non_functional
The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,functional
The product shall interface with the Choice Parts System.  This provides the feed of recycled parts data.,non_functional
90% of untrained realtors shall be able to install the product on their device without printed instructions,non_functional
On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,non_functional
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,non_functional
O Subsistema PME permitirá a construção de cardápios de produtos com base na lista de produtos mantida no sistema contábil.,functional
Quando o golpe resultar no afundamento de um navio o produto deverá indicar o tipo de navio afundado na grade defensiva do defensor.,functional
The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.,functional
The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,functional
The system shall display the customer support contact numbers on the screen.,functional
Can only visit the site without registration.,functional
The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.,functional
system shall be able to handle all of the user requests/usage during business hours.,non_functional
"Para cada arremesso, o produto examinará a grade defensiva do jogador defensor para determinar se o arremesso foi um acerto ou erro.",functional
The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,non_functional
O sistema deverá poder ser exibido em qualquer computador de trabalho que um usuário do CCR possa ter. A interface do sistema deve ser formatada para exibição com resolução de 800 por 600 pixels.,non_functional
O lado da tabela do display deve ser dividido em 2 regiões: sequencial e temporal.,functional
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.,non_functional
The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,functional
viewing a movie details the website will display the movies description actor and director entered in by the administrator.,functional
"O sistema notificará as partes afetadas quando ocorrerem alterações que afetem alunos específicos, incluindo, entre outros, a alteração do status de um aluno de período integral para meio período e a transferência de um aluno para uma seção clínica diferente.",functional
The system shall allow the user to view past attended meetings.,functional
A oficina de reparo preferida deverá ser devolvida ao usuário.,functional
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,non_functional
O sistema deverá usar soquetes seguros em todas as transações que incluam qualquer informação confidencial do cliente.,non_functional
All information must be updatable on the website.,functional
O site estará em conformidade com os padrões W3C.,non_functional
Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,functional
The system shall reveal private information only in compliance with the organization’s information policy.,non_functional
The system shall use symbols and words that are naturally understandable by the user community.,non_functional
"O sistema deveria ser totalmente autossustentável, uma vez que os usuários o utilizariam apenas para registrar cursos.",non_functional
O sistema permitirá ao administrador remover equipamentos.,functional
The system shall allow user to select the payment method for order.,functional
A senha do waiter usada para login do tablet deve ter pelo menos 64 bits.,non_functional
Um sistema de agendamento de reuniões informará o “potencial participante da reunião” sobre a reunião.,functional
Os usuários poderão visualizar pelo menos 25 estatísticas e pontos de jogadores da NFL em cada página.,non_functional
An end-user may use this system on any OS; either it is Windows or Linux.,non_functional
O sistema deverá permitir a modificação do display.,functional
Users should be able to access their streaming movies in under 2 clicks after logging into the website.,non_functional
The system shall prevent malicious attacks including denial of service.,non_functional
"O sistema deverá suportar até 10.000 usuários simultâneos no banco de dados central a qualquer momento e até 5.000 usuários simultâneos nos servidores locais a qualquer momento. O desempenho do site deve ser ideal no caso de cargas enormes e, portanto, o balanceamento de carga apropriado deve ser feito para conseguir isso. Pode haver qualquer número de servidores espelho prontamente disponíveis em caso de grandes cargas, sem que o usuário sofra qualquer atraso.",non_functional
The user shall select to view the preferred repair facility ratings.,functional
O produto deve proteger a identidade dos jogadores. O produto não fornecerá aos jogadores acesso a informações que possam revelar a identidade de outro jogador.,non_functional
The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.,functional
"O sistema WCS terá a capacidade de incluir dados de regiões fora dos Estados Unidos e ser acessado por usuários fora dos Estados Unidos, se aprovado pela administração da CCR.",non_functional
The application should be connected to the Internet.,non_functional
The estimator shall search for available recycled parts using damaged vehicle parts information.,functional
Todas as informações do cartão de crédito serão criptografadas no banco de dados.,non_functional
"O sistema deve ser fácil de manter, para que outra pessoa possa fazê-lo com um manual e algumas horas de treinamento.",non_functional
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,non_functional
The system shall be intuitive and self explanatory.,non_functional
O sistema permitirá que os usuários atualizem suas informações de faturamento e contato por meio da seção “Minha conta” do site.,functional
O sistema de agendamento de reuniões pode sugerir uma “reunião virtual” para os “horários” disponíveis se nenhum local estiver disponível ou viável para a reunião.,functional
shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,functional
Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,non_functional
O sistema procurará peças recicladas disponíveis para as peças e fornecedores de veículos fornecidos.,functional
O produto não fornecerá aos jogadores acesso a informações que possam revelar a identidade de outro jogador,non_functional
The system shall refresh the display every 60 seconds.,non_functional
O subsistema IQA deve levar em conta a situação atual do inventário e ajustar o inventário de ingredientes substitutos em conformidade.,functional
"O sistema deverá ser capaz de exibir um resumo imprimível para laboratórios clínicos individuais que incluirá (mas não se limitará a) nome da classe, número da classe, seção do laboratório, listagem dos alunos matriculados, dia(s) do(s) instrutor(es), horário e local.",functional
"O sistema notificará as partes afetadas quando ocorrerem alterações que afetem as aulas, incluindo, entre outras, cancelamentos de aulas, alterações detalhadas na seção de aulas e alterações nas ofertas de aulas para um determinado trimestre.",functional
The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,non_functional
O sistema dará ao usuário a oportunidade de escolher a seleção de donuts fornecidos.,functional
Test environments should be built for the application to allow testing of the applications different functions.,non_functional
"Todas as informações do cliente serão armazenadas em um banco de dados seguro, acessível apenas a pessoal autorizado.",non_functional
O tempo de resposta das tarefas gerais de gestão de alunos não deve demorar mais de 5 segundos e o tempo de resposta da geração de horários não deve demorar mais de 30 segundos.,non_functional
The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,non_functional
O produto deve estar em conformidade com as Diretrizes corporativas de interface do usuário,non_functional
O usuário deverá selecionar visualizar as classificações preferenciais das instalações de reparo.,functional
O produto pesquisará o sistema em busca de mensagens a cada segundo. O produto pesquisará o sistema em busca de novas mensagens no máximo a cada 1 segundo.,non_functional
O fornecedor verificará o lead inválido.,functional
The website shall continue to operate if the payment gateway goes down.,non_functional
Autentique e faça login do usuário no aplicativo da web.,functional
O produto deve ser fácil de usar. 90% dos usuários conseguirão reservar uma sala de conferência dentro de 5 minutos após o uso do produto.,non_functional
O produto deverá ter a capacidade de enviar lembretes de reuniões aos funcionários.,functional
Students added to a cohort shall be eligible for the cohort’s Program of Study.,functional
The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,non_functional
O produto deve estar em conformidade com a Lei dos Americanos Portadores de Deficiência.,non_functional
Basic Patient information is showed first.,functional
Realtor shall be able to generate a CMA report based on property criteria,functional
The system shall request a user response to initiator or mediator messages.,functional
O sistema WCS deverá ter a capacidade de conectar outros bancos de dados WCS designados atualmente não incluídos no sistema.,non_functional
The product shall be able to handle 10000 concurrent users within 2 years of the initial launch.,non_functional
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name the department/section for the lab  the class instructor day and time of lab and contact information.,functional
As aulas para um determinado grupo não devem entrar em conflito com o horário e o dia em que são oferecidas.,functional
Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,non_functional
A funcionalidade de lavagem de leads validará todos os leads recebidos pelo serviço web para dados válidos,functional
A aplicação de disputas deve estar em conformidade com os requisitos legais especificados pelo Regulamento E e pelo Regulamento Z que regem o processamento de disputas de cartão de crédito.,non_functional
Acompanhe os estoques de cada item do produto para fins de venda.,functional
"Se a pontuação do lead estiver dentro da média média, ela será definida para verificação manual por um Coordenador de Inscrição por meio do sistema eleads.",functional
"Um usuário deverá ser capaz de usar o sistema sem instrução após um curto período de tempo. Após um uso, o usuário deve compreender e lembrar 90% do uso e navegação do sistema.",non_functional
O avaliador deverá revisar a estimativa de colisão.,functional
The system shall display Events in a vertical table by time.,functional
Website shall allow customers to browse movies by categories entered in by izogn administrator.,functional
Enable a user to view questions and their corresponding answers.,functional
The estimator shall apply selected recycled parts to the collision estimate.,functional
The system shall display detailed product categorization to the user.,functional
An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,non_functional
The system shall allow user to add/remove products in the shopping cart.,functional
The system shall display all the available financing options.,functional
O sistema deve fornecer uma maneira de retornar à tela inicial.,non_functional
O produto será capaz de lidar com 10.000 usuários simultâneos dentro de 2 anos após o lançamento inicial.,non_functional
All streaming movie sales will be logged in the database  and accessible by the administrator.,functional
O estimador não deve aplicar peças recicladas à estimativa de colisão se nenhuma peça disponível for devolvida.,functional
"Para qualquer ação sistemática (não iniciada pelo usuário) que ocorra em um caso, como o processo de envelhecimento de disputas, será gerada uma atividade de caso.  No próximo logon, o usuário que iniciou o caso de disputa deverá ser notificado de que ocorreu uma ação sistemática no caso de disputa.",functional
The MTBF (if any) should not be less than 2 months.,non_functional
The product shall provide players no access to information that might reveal the identity of another player,non_functional
Logout must be automatic after 1 hour of inactivity.,non_functional
Navegação para cada guia selecionada.,functional
The system shall utilize HTTPS communication to ensure data confidentiality.,non_functional
It should give a drill-down view of all data in the medical record after logging in.,non_functional
When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,functional
The system will fully function in major browsers.,non_functional
O sistema permitirá que os clientes existentes façam login no site com seu endereço de e-mail e senha em menos de 5 segundos.,non_functional
O Sistema permitirá a entrada de armazenamento e modificação de fórmulas de produtos.,functional
Todas as ações que modifiquem um caso de disputa existente devem ser registradas no histórico do caso.,non_functional
O corretor de imóveis poderá gerar um relatório CMA com base em critérios de propriedade,functional
Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,non_functional
Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.,non_functional
O sistema permitirá ao usuário atualizar as informações do perfil.,functional
The System shall allow generation of Inventory Quantity Adjustment documents on demand.,functional
The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.,non_functional
System use shall not cause any harm to human users.,non_functional
It must allow a user to logout.,functional
O sistema notificará o corretor de imóveis quando um vendedor ou comprador responder a uma solicitação de agendamento,functional
O aplicativo deve corresponder à cor do esquema estabelecido pelo Departamento de Segurança Interna,non_functional
O produto removerá da lista de jogadores os jogadores que ficaram inativos por 24 horas.,functional
O sistema oferecerá suporte aos usuários móveis de alguma forma.,non_functional
O produto tornará os jogadores inativos indisponíveis para seleção na lista de jogadores.,functional
O sistema deverá suportar a capacidade de realizar uma operação somente de envio.,functional
As alterações feitas no site Manage My ID podem ser adotadas sem alterar o aplicativo iOS.,non_functional
Não deve demorar mais de 90 segundos para um usuário registrado fazer um pedido.,non_functional
The system shall display all the matching products based on the search.,functional
The system shall achieve 95% up time.,non_functional
O produto deve suportar Mozilla Firefox 1.0 e superior.,non_functional
The system should warn ECA users about the malfunction of the system.,non_functional
As classificações devem ser de uma escala de 1 a 10,functional
95% of users will not need to read the user manual to be able to use the application.,non_functional
Visualize os detalhes de todos os funcionários e controle todo o site.,functional
The system shall allow a real estate agent to query MLS information,functional
The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.,functional
A aplicação de Disputas deve estar em conformidade com os requisitos legais especificados pelos Regulamentos Operacionais Comerciais.,non_functional
The system shall provide a digital image for each product in the product catalog.,non_functional
"Os usuários deverão fazer login no Sistema de pedidos de cafeteria para todas as operações, exceto para visualizar um menu.",functional
Navigation to each selected tab.,functional
O avaliador deverá inserir a instalação de reparo preferida na atribuição do orçamento.,functional
The product shall allow a user to identify himself or herself as a player.,functional
O sistema deve manter o e-mail do cliente.,functional
The product shall have an intuitive user interface.,functional
The product should be able to be used by 90% of novice users on the Internet.,non_functional
Cada usuário do sistema deve ser autenticado e autorizado.,non_functional
The system shall display the detailed information about the selected order.,functional
Each entry is shown in full.,functional
O sistema permitirá que os usuários visualizem informações de localização.,functional
The leads washing functionality will validate all leads received by the web service for valid data,functional
"O site permitirá que os clientes comprem cartões pré-pagos no valor de $ 5, $ 10 ou $ 20, por cartão de crédito ou opção de pagamento pelo correio.",functional
Ambientes de teste devem ser construídos para o aplicativo para permitir o teste das diferentes funções do aplicativo.,non_functional
The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,non_functional
All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,non_functional
O Sistema de Litígios deve fornecer diferentes níveis de acesso no que diz respeito ao início de casos de litígio e às ações de acompanhamento.,functional
The product shall generate a CMA report in an acceptable time.,non_functional
Enable the admin to generate reports which contains all the posts and their corresponding replies.,functional
We must be able to interface with any HTML browser.,non_functional
O sistema permitirá opcionalmente ao usuário imprimir a fatura.,functional
O produto deve estar em conformidade com a Sarbanes-Oxley.,non_functional
The system shall allow user to select the product to configure.,functional
O produto deverá registrar o status de transporte do equipamento reservado.,functional
Os administradores do programa e os membros da equipe de enfermagem poderão adicionar um aluno que se inscreveu em uma aula clínica a uma seção de laboratório clínico dessa aula.,functional
"O Sistema de Disputas deve permitir ao usuário criar três tipos exclusivos de solicitações de recuperação de tickets.  Os três tipos de solicitação de recuperação de ingressos são (1) Solicitação de recibo original (2) Solicitação de cópia do recibo ou (3) Solicitação de portfólio. Um portfólio consiste na documentação que comprova uma compra, como a documentação recebida de uma locadora de automóveis que é mais do que um recibo de venda.",functional
O produto deverá ter uma interface de usuário intuitiva.,functional
O sistema permitirá ao usuário visualizar o mapa detalhado do site.,functional
The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,non_functional
The product shall send a meeting confirmation to the meeting organizer.,functional
O produto deverá aderir ao cronograma corporativo de disponibilidade on-line.  O aplicativo é desativado somente dentro de 98% das interrupções programadas de acordo com o cronograma de disponibilidade.,non_functional
The look and feel of the system shall conform to the user interface standards of the smart device.,non_functional
O sistema retornará uma lista de instalações de reparo dentro do raio se a instalação de reparo preferida não puder ser determinada.,functional
O cliente poderá integrar facilmente novos mapas de construção ao produto durante todo o ciclo de vida do produto.  A integração de novos mapas com o produto será possível com pouco ou nenhum apoio da equipe de suporte do produto.,non_functional
O cliente deverá sair do site após adquirir os produtos.,functional
The system shall not leave any cookies on the customer’s computer containing the user’s password.,non_functional
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,non_functional
Os usuários devem poder acessar seus filmes em streaming com menos de 2 cliques após fazer login no site.,non_functional
As instalações e atualizações de produtos serão realizadas pela equipe de tecnologia de middleware dentro dos prazos de lançamento estabelecidos.,non_functional
O produto deve fornecer feedback aos usuários quando necessário. 80% dos usuários pesquisados ​​relatam que o produto confirma com precisão suas ações.,non_functional
The system shall display tentative duration for shipping.,functional
When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,non_functional
The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.,non_functional
Um administrador do programa/membro da equipe de enfermagem poderá adicionar um novo estudante de enfermagem ao sistema.,functional
O sistema poderá ligar para o vendedor ou comprador para agendar um encontro,functional
The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,non_functional
The system should keep the customer email.,functional
The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,non_functional
The product shall free of computer viruses.,non_functional
The user must be able to set an option to hide information based on who has tagged it.,functional
O sistema deve ser capaz de escalar até 500 usuários simultâneos (se houver necessidade no futuro) instalando componentes de hardware adicionais.,non_functional
98% das estações de trabalho dos usuários deverão atender aos requisitos mínimos de software antes da implementação: Microsoft Internet Explorer 5.0. Microsoft.NET Framework 1.1. Controles da Web do Microsoft Internet Explorer,non_functional
O Sistema de Controvérsias deve impedir que usuários externos solicitem recibos originais. As solicitações de recibos originais são restritas a usuários internos.,functional
O sistema permitirá que os clientes paguem por um filme em streaming com um cartão pré-pago.,functional
"Assim que um jogo for iniciado, o produto tornará os jogadores atribuídos ao jogo indisponíveis para seleção na lista de jogadores.",functional
As atualizações do aplicativo ocorrerão entre 3h e 6h CST na manhã de quarta-feira durante o meio da temporada da NFL.,non_functional
The system shall provide use of icons and toolbars.,non_functional
Os dados do veículo devem incluir a marca e o modelo do veículo,functional
Critério de ajuste: Dra. Susan Poslusny e Karen Sysol são as únicas pessoas que terão acesso ao agendamento da seção final das aulas para o sistema que faz interface com o CampusConnect.,non_functional
Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,functional
"Para cada arremesso, o produto notificará os jogadores se o arremesso foi um acerto ou erro.",functional
The product shall be platform independent.The product shall enable access to any type of development environment and platform.,non_functional
"O Sistema de Disputas registrará o nome do usuário e a data de qualquer atividade que crie ou modifique o caso de disputa no sistema.  Um histórico detalhado das ações tomadas no caso, incluindo a data e o usuário que executou a ação, deve ser mantido para fins de auditoria.",functional
O produto deverá ser executado no hardware existente para todos os ambientes.,non_functional
The system shall authenticate user credentials to view the profile.,functional
The customer’s web browser shall never display a customer’s password.  It shall always be echoed with special characters representing typed characters.,non_functional
O sistema deverá atingir 95% de tempo de atividade.,non_functional
O produto deverá exibir um mapa do prédio da empresa mostrando a localização das salas de conferência.,functional
O Sistema deverá atender a todos os padrões contábeis aplicáveis.  A versão final do Sistema deve passar com êxito por uma auditoria independente realizada por um auditor certificado.,non_functional
O site deverá proteger-se de abusos intencionais e notificar o administrador em todas as ocorrências.,non_functional
The system shall enable user to select multiple options on the screen to search.,functional
O sistema deve ser rapidamente acessível tanto para gestores como para chefs.,non_functional
The system shall notify the user of any schedule changes.,functional
It must allow a user to login.,functional
All transactions at the Flea Market require a valid user ID and password.,non_functional
Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,functional
The audit report shall include the total score of the audit which sums the indivual line items.,functional
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,non_functional
O sistema validará se o valor é um múltiplo de $20.,functional
The PHP code will comply with PEAR standards.,non_functional
Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,non_functional
All actions that modify an existing dispute case must be recorded in the case history.,non_functional
2 em cada 3 administradores de programa/membros da equipe de enfermagem serão capazes de usar o sistema para gerenciar o agendamento de aulas e clínicas.,non_functional
Forneça uma interface para o administrador aprovar postagens para que as postagens não fiquem visíveis sem a aprovação do administrador.,functional
O sistema permitirá ao usuário visualizar reuniões pendentes.,functional
Os ingredientes substitutos da fórmula devem ser mantidos em ordem persistente,functional
Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page,non_functional
The system shall update or create new property listings in the MLS,functional
O produto deverá armazenar novas salas de conferência.,functional
The system shall run on Windows Server 2003.,non_functional
O Fornecedor enviará um registro de validação de crédito para ser aplicado ao sistema de cobrança empresarial.,functional
O sistema notificará o usuário sobre quaisquer alterações de horário.,functional
The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.,non_functional
The product shall produce search results in an acceptable time,non_functional
