,keyword,score,intent,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,keywords,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
253,,0.48,Transformation Digital Innovation,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,233.0,213.0,use digital technologies,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,,
254,,0.17,Et Al,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,234.0,214.0,dremel et al,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,,
255,,0.14,Et Al,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,235.0,215.0,et al,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,,
256,,0.42,Digital Platforms Ecosystems,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,236.0,216.0,organizational actors,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,,
257,,0.08,Et Al,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,237.0,217.0,et al 2016,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,,
258,,0.04,Et Al,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,238.0,218.0,kane et al,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,,
259,,0.54,Transformation Digital Innovation,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,239.0,219.0,transformation digital innovation,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,,
260,,0.47,Business Ecosystems,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,240.0,220.0,digital business ecosystems,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,,
261,,0.48,Organizational Change,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,241.0,221.0,organizational change,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,,
262,,0.43,Organizational Change,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,242.0,222.0,organizational change innovation,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,,
263,,1.0,Organizational Change,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,243.0,223.0,digital transformation,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,,
264,,0.38,Organizational Change,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,244.0,224.0,organizational change literature,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,,
265,,0.43,Organizational Change,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,245.0,225.0,organizational change processes,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,,
266,,0.48,Organizational Change,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,246.0,226.0,dt organizational change,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,,
267,,0.18,Business Ecosystems,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,247.0,227.0,business ecosystems,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,,
268,,0.65,Organizational Change,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,248.0,228.0,organizational transformation,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,,
269,,0.6,Organizational Change,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,249.0,229.0,digital business strategy,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,,
270,,0.66,Organizational Change,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,250.0,230.0,digital organizational,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,,
271,,0.59,Organizational Change,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,251.0,231.0,turbulent digital business,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,,
272,,0.67,Organizational Change,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,252.0,232.0,digital business,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,,
273,,0.06,Wiley Online Library,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,253.0,233.0,wiley online library,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,,
274,,0.86,Organizational Change,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,254.0,234.0,digital transformation organizational,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,,
275,,0.38,Organizational Change,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,255.0,235.0,innovation mechanisms dt,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,,
276,,0.43,Organizational Change,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,256.0,236.0,organizational change used,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,,
277,,0.42,Organizational Change,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,257.0,237.0,organizational change explained,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,,
278,,0.4,Organizational Change,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,258.0,238.0,organizational processes change,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,,
279,,0.45,Organizational Change,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,259.0,239.0,organizational change process,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,,
280,,0.77,Digital Transformation,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,260.0,240.0,digital transformation,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,,
281,,0.75,Assess Digital Transformation,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,261.0,241.0,research digital transformation,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,,
282,,0.74,Digital Transformation,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,262.0,242.0,transformation digital resources,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,,
283,,0.75,Digital Transformation,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,263.0,243.0,digitalization digital transformation,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,,
284,,0.76,Assess Digital Transformation,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,264.0,244.0,conceptualize digital transformation,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,,
285,,0.58,Digital Transformation Strategic,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,265.0,245.0,new digital business,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,,
286,,0.8,Digital Transformation Strategic,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,266.0,246.0,digital transformation strategic,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,,
287,,0.79,Digital Transformation Strategic,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,267.0,247.0,digital transformation assets,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,,
288,,0.74,Assess Digital Transformation,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,268.0,248.0,digital transformation performance,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,,
289,,0.77,Assess Digital Transformation,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,269.0,249.0,assesses digital transformation,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,,
290,,0.78,Digital Transformation,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,270.0,250.0,transformation digital technology,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,,
291,,0.76,Digital Transformation,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,271.0,251.0,digital transformation regarding,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,,
292,,0.78,Digital Transformation Strategic,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,272.0,252.0,digital transformation strategies,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,,
293,,0.78,Digital Transformation Strategic,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,273.0,253.0,strategy digital transformation,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,,
294,,0.78,Assess Digital Transformation,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,274.0,254.0,assess digital transformation,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,,
295,,0.79,Digital Transformation,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,275.0,255.0,digital transformation organization,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,,
296,,0.73,Digital Transformation,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,276.0,256.0,digital transformation important,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,,
297,,0.76,Digital Transformation,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,277.0,257.0,discussed digital transformation,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,,
298,,0.77,Assess Digital Transformation,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,278.0,258.0,digital transformation conceptualized,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,,
299,,0.75,Digital Transformation,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,279.0,259.0,digitally digital transformation,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,,
300,,0.12,Dynamic Capabilities Digital,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,280.0,260.0,capabilities digital transformation,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,,
301,,0.14,Dynamic Capabilities Digital,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,281.0,261.0,dynamic capabilities digital,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,,
302,,0.09,Digital Transformation Ongoing,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,282.0,262.0,digital transforming capabilities,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,,
303,,0.11,Digital Transformation Ongoing,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,283.0,263.0,digital transformation incumbent,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,,
304,,0.2,Digital Transformation Ongoing,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,284.0,264.0,digital transformation strategic,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,,
305,,0.24,Dynamic Capabilities Digital,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,285.0,265.0,dynamic capabilities strategic,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,,
306,,0.12,Dynamic Capabilities Digital,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,286.0,266.0,new capabilities digital,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,,
307,,0.12,Digital Transformation Ongoing,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,287.0,267.0,digital transformation findings,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,,
308,,0.15,Dynamic Capabilities Digital,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,288.0,268.0,dynamic capabilities,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,,
309,,0.11,Digital Transformation Ongoing,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,289.0,269.0,digital transformation ongoing,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,,
310,,0.21,Digital Transformation Ongoing,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,290.0,270.0,firm digital transformation,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,,
311,,0.35,Business Model Transformation,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,291.0,271.0,business model evolution,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,,
312,,0.1,Digital Transformation Ongoing,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,292.0,272.0,ongoing digital transformation,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,,
313,,0.13,Dynamic Capabilities Digital,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,293.0,273.0,capabilities digital,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,,
314,,0.3,Business Model Transformation,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,294.0,274.0,transformation business models,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,,
315,,0.31,Dynamic Capabilities Digital,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,295.0,275.0,digital corporate strategy,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,,
316,,0.22,Digital Transformation Ongoing,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,296.0,276.0,digital transformation business,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,,
317,,0.29,Business Model Transformation,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,297.0,277.0,business model transformation,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,,
318,,0.19,Dynamic Capabilities Digital,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,298.0,278.0,digital strategy,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,,
319,,0.16,Digital Transformation Ongoing,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,299.0,279.0,digital innovation,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,,
320,,0.17,Sloan Management Review,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,300.0,280.0,harvard business review,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,,
321,,0.53,Digital Transformation Strategies,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,301.0,281.0,digital transformation,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,,
322,,0.55,Digital Transformation Strategies,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,302.0,282.0,managing digital transformation,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,,
323,,0.53,Digital Transformation Strategies,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,303.0,283.0,firm digital transformation,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,,
324,,0.52,Digital Transformation Strategies,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,304.0,284.0,digital leadership,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,,
325,,0.49,Digital Transformation Strategies,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,305.0,285.0,digital leaders,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,,
326,,0.3,Sloan Management Review,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,306.0,286.0,practitioner oriented journals,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,,
327,,0.2,Sloan Management Review,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,307.0,287.0,sloan management review,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,,
328,,0.47,Digital Transformation Strategies,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,308.0,288.0,digital transformation practice,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,,
329,,0.54,Digital Transformation Strategies,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,309.0,289.0,digital transformation strategies,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,,
330,,0.55,Digital Transformation Strategies,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,310.0,290.0,digital transformation endeavours,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,,
331,,0.55,Digital Transformation Strategies,331.0,331.0,331.0,331.0,331.0,331.0,331.0,331.0,331.0,331.0,311.0,291.0,digital transformation challenges,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,,
332,,0.58,Digital Transformation Strategies,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,312.0,292.0,organizations digital transformation,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,,
333,,0.52,Digital Strategy,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,313.0,293.0,strategy digital strategy,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,,
334,,0.62,Digital Strategy,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,314.0,294.0,digital strategy,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,,
335,,0.6,Digital Strategy,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,315.0,295.0,strategy digital,275.0,255.0,235.0,215.0,195.0,175.0,155.0,135.0,115.0,95.0,75.0,55.0,35.0,15.0,15.0,,,,
336,,0.56,Digital Transformation Strategies,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,316.0,296.0,research digital transformation,276.0,256.0,236.0,216.0,196.0,176.0,156.0,136.0,116.0,96.0,76.0,56.0,36.0,16.0,16.0,,,,
337,,0.59,Digital Strategy,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,317.0,297.0,digital strategy just,277.0,257.0,237.0,217.0,197.0,177.0,157.0,137.0,117.0,97.0,77.0,57.0,37.0,17.0,17.0,,,,
338,,0.53,Digital Transformation Strategies,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,318.0,298.0,digital transformation literature,278.0,258.0,238.0,218.0,198.0,178.0,158.0,138.0,118.0,98.0,78.0,58.0,38.0,18.0,18.0,,,,
339,,0.56,Digital Transformation Strategies,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,319.0,299.0,digital transformation activities,279.0,259.0,239.0,219.0,199.0,179.0,159.0,139.0,119.0,99.0,79.0,59.0,39.0,19.0,19.0,,,,
340,,0.53,Industry Digital,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,320.0,300.0,digital ecosystems,280.0,260.0,240.0,220.0,200.0,180.0,160.0,140.0,120.0,100.0,80.0,60.0,40.0,20.0,0.0,0.0,,,
341,,0.68,Industry Digital,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,321.0,301.0,digital innovation,281.0,261.0,241.0,221.0,201.0,181.0,161.0,141.0,121.0,101.0,81.0,61.0,41.0,21.0,1.0,1.0,,,
342,,1.0,Industry Digital,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,322.0,302.0,digital transformation,282.0,262.0,242.0,222.0,202.0,182.0,162.0,142.0,122.0,102.0,82.0,62.0,42.0,22.0,2.0,2.0,,,
343,,0.81,Industry Digital,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,323.0,303.0,firms digital transformation,283.0,263.0,243.0,223.0,203.0,183.0,163.0,143.0,123.0,103.0,83.0,63.0,43.0,23.0,3.0,3.0,,,
344,,0.3,Distributed Manufacturing,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,324.0,304.0,distributed manufacturing prominent,284.0,264.0,244.0,224.0,204.0,184.0,164.0,144.0,124.0,104.0,84.0,64.0,44.0,24.0,4.0,4.0,,,
345,,0.33,Distributed Manufacturing,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,325.0,305.0,distributed manufacturing,285.0,265.0,245.0,225.0,205.0,185.0,165.0,145.0,125.0,105.0,85.0,65.0,45.0,25.0,5.0,5.0,,,
346,,0.66,Industry Digital,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,326.0,306.0,digital servitization business,286.0,266.0,246.0,226.0,206.0,186.0,166.0,146.0,126.0,106.0,86.0,66.0,46.0,26.0,6.0,6.0,,,
347,,0.41,Industry Digital,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,327.0,307.0,digital sustainable entrepreneurship,287.0,267.0,247.0,227.0,207.0,187.0,167.0,147.0,127.0,107.0,87.0,67.0,47.0,27.0,7.0,7.0,,,
348,,0.17,Industry Digital,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,328.0,308.0,firm capabilities vertical,288.0,268.0,248.0,228.0,208.0,188.0,168.0,148.0,128.0,108.0,88.0,68.0,48.0,28.0,8.0,8.0,,,
349,,0.52,Industry Digital,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,329.0,309.0,organization digital economy,289.0,269.0,249.0,229.0,209.0,189.0,169.0,149.0,129.0,109.0,89.0,69.0,49.0,29.0,9.0,9.0,,,
350,,0.27,Sustainability Affects Dt,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,330.0,310.0,sustainability affects dt,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,130.0,110.0,90.0,70.0,50.0,30.0,10.0,10.0,,,
351,,0.26,Distributed Manufacturing,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,331.0,311.0,distributed manufacturing facilities,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,131.0,111.0,91.0,71.0,51.0,31.0,11.0,11.0,,,
352,,0.85,Industry Digital,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,332.0,312.0,firm digital transformation,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,132.0,112.0,92.0,72.0,52.0,32.0,12.0,12.0,,,
353,,0.31,Sustainability Affects Dt,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,333.0,313.0,dt impact sustainability,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,133.0,113.0,93.0,73.0,53.0,33.0,13.0,13.0,,,
354,,0.28,Distributed Manufacturing,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,334.0,314.0,leverages distributed manufacturing,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,134.0,114.0,94.0,74.0,54.0,34.0,14.0,14.0,,,
